PR创建者,PR创建者的身份,评论过的用户名称,评论次数,评论者的身份
meteorcloudy,MEMBER,damienmg,6,MEMBER
meteorcloudy,MEMBER,jhseu,10,CONTRIBUTOR
meteorcloudy,MEMBER,yifeif,7,CONTRIBUTOR
meteorcloudy,MEMBER,jmchen-g,1,CONTRIBUTOR
meteorcloudy,MEMBER,rohan100jain,6,MEMBER
meteorcloudy,MEMBER,bssrdf,1,NONE
meteorcloudy,MEMBER,DevinCheung,1,NONE
meteorcloudy,MEMBER,drpngx,17,CONTRIBUTOR
meteorcloudy,MEMBER,terrytangyuan,1,MEMBER
meteorcloudy,MEMBER,erfannoury,1,CONTRIBUTOR
meteorcloudy,MEMBER,gunan,90,CONTRIBUTOR
meteorcloudy,MEMBER,jart,7,CONTRIBUTOR
meteorcloudy,MEMBER,guschmue,1,CONTRIBUTOR
meteorcloudy,MEMBER,caisq,3,CONTRIBUTOR
meteorcloudy,MEMBER,vit-stepanovs,1,NONE
meteorcloudy,MEMBER,aj-michael,4,CONTRIBUTOR
meteorcloudy,MEMBER,maciekcc,4,NONE
meteorcloudy,MEMBER,ebrevdo,1,CONTRIBUTOR
meteorcloudy,MEMBER,nlopezgi,1,CONTRIBUTOR
meteorcloudy,MEMBER,zasdfgbnm,1,CONTRIBUTOR
meteorcloudy,MEMBER,tatatodd,2,CONTRIBUTOR
meteorcloudy,MEMBER,snnn,4,CONTRIBUTOR
meteorcloudy,MEMBER,ghost,4,NONE
meteorcloudy,MEMBER,rmlarsen,1,MEMBER
meteorcloudy,MEMBER,apark263,1,NONE
meteorcloudy,MEMBER,reedwm,1,MEMBER
meteorcloudy,MEMBER,yaroslavvb,1,CONTRIBUTOR
meteorcloudy,MEMBER,angerson,5,MEMBER
meteorcloudy,MEMBER,asimshankar,9,CONTRIBUTOR
meteorcloudy,MEMBER,av8ramit,1,CONTRIBUTOR
meteorcloudy,MEMBER,rongjiecomputer,1,CONTRIBUTOR
meteorcloudy,MEMBER,panyx0718,1,NONE
meteorcloudy,MEMBER,laszlocsomor,1,CONTRIBUTOR
meteorcloudy,MEMBER,miaout17,1,CONTRIBUTOR
meteorcloudy,MEMBER,Mukundan314,1,NONE
meteorcloudy,MEMBER,yongtang,2,MEMBER
meteorcloudy,MEMBER,tensorflowbutler,1,MEMBER
meteorcloudy,MEMBER,guikarist,12,NONE
meteorcloudy,MEMBER,jackyko1991,5,CONTRIBUTOR
meteorcloudy,MEMBER,kdethoor,4,NONE
meteorcloudy,MEMBER,samhodge,1,NONE
meteorcloudy,MEMBER,Harshini-Gadige,1,NONE
meteorcloudy,MEMBER,erwincoumans,10,NONE
meteorcloudy,MEMBER,mihaimaruseac,2,COLLABORATOR
meteorcloudy,MEMBER,keith,1,CONTRIBUTOR
meteorcloudy,MEMBER,alanpurple,1,CONTRIBUTOR
meteorcloudy,MEMBER,gbaned,1,CONTRIBUTOR
meteorcloudy,MEMBER,match08,1,NONE
meteorcloudy,MEMBER,vashat,4,NONE
meteorcloudy,MEMBER,Huibean,2,NONE
meteorcloudy,MEMBER,byronyi,2,CONTRIBUTOR
meteorcloudy,MEMBER,HarmanDotpy,1,NONE
mouradmourafiq,CONTRIBUTOR,tensorflow-jenkins,5,COLLABORATOR
mouradmourafiq,CONTRIBUTOR,googlebot,4,NONE
mouradmourafiq,CONTRIBUTOR,ilblackdragon,9,CONTRIBUTOR
mouradmourafiq,CONTRIBUTOR,vrv,2,CONTRIBUTOR
mouradmourafiq,CONTRIBUTOR,terrytangyuan,2,MEMBER
mouradmourafiq,CONTRIBUTOR,rmlarsen,1,MEMBER
mouradmourafiq,CONTRIBUTOR,maciekcc,3,NONE
mouradmourafiq,CONTRIBUTOR,xiejw,2,CONTRIBUTOR
kholbekj,NONE,tensorflow-jenkins,1,COLLABORATOR
kholbekj,NONE,googlebot,2,NONE
kholbekj,NONE,martinwicke,1,MEMBER
mikowals,CONTRIBUTOR,tensorflow-jenkins,3,COLLABORATOR
mikowals,CONTRIBUTOR,googlebot,2,NONE
mikowals,CONTRIBUTOR,ilblackdragon,7,CONTRIBUTOR
mikowals,CONTRIBUTOR,yuanbyu,1,CONTRIBUTOR
mikowals,CONTRIBUTOR,terrytangyuan,1,MEMBER
mikowals,CONTRIBUTOR,vrv,5,CONTRIBUTOR
mikowals,CONTRIBUTOR,fwalch,1,NONE
poxvoculi,CONTRIBUTOR,tensorflow-jenkins,4,COLLABORATOR
poxvoculi,CONTRIBUTOR,googlebot,3,NONE
poxvoculi,CONTRIBUTOR,caisq,2,CONTRIBUTOR
poxvoculi,CONTRIBUTOR,keveman,1,CONTRIBUTOR
poxvoculi,CONTRIBUTOR,vrv,5,CONTRIBUTOR
kibum14,NONE,tensorflow-jenkins,1,COLLABORATOR
kibum14,NONE,googlebot,1,NONE
kibum14,NONE,vrv,1,CONTRIBUTOR
zheng-xq,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
zheng-xq,CONTRIBUTOR,vrv,3,CONTRIBUTOR
zheng-xq,CONTRIBUTOR,googlebot,2,NONE
zheng-xq,CONTRIBUTOR,caisq,9,CONTRIBUTOR
zheng-xq,CONTRIBUTOR,mention-bot,3,NONE
zheng-xq,CONTRIBUTOR,gunan,1,CONTRIBUTOR
zheng-xq,CONTRIBUTOR,rmlarsen,2,MEMBER
iamaziz,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
iamaziz,CONTRIBUTOR,googlebot,2,NONE
iamaziz,CONTRIBUTOR,caisq,1,CONTRIBUTOR
iamaziz,CONTRIBUTOR,lamberta,1,MEMBER
yulebron,NONE,tensorflow-jenkins,1,COLLABORATOR
yulebron,NONE,googlebot,1,NONE
tvogels,CONTRIBUTOR,tensorflow-jenkins,3,COLLABORATOR
tvogels,CONTRIBUTOR,mrry,1,CONTRIBUTOR
tvogels,CONTRIBUTOR,vrv,2,CONTRIBUTOR
dpaiton,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
dpaiton,CONTRIBUTOR,vrv,12,CONTRIBUTOR
dpaiton,CONTRIBUTOR,Mistobaan,1,CONTRIBUTOR
dpaiton,CONTRIBUTOR,googlebot,1,NONE
dpaiton,CONTRIBUTOR,martinwicke,1,MEMBER
stephenroller,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
stephenroller,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
stephenroller,CONTRIBUTOR,martinwicke,2,MEMBER
stephenroller,CONTRIBUTOR,vrv,1,CONTRIBUTOR
MostRahmani,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
MostRahmani,CONTRIBUTOR,googlebot,2,NONE
MostRahmani,CONTRIBUTOR,vrv,4,CONTRIBUTOR
Jakobovski,CONTRIBUTOR,tensorflow-jenkins,4,COLLABORATOR
Jakobovski,CONTRIBUTOR,googlebot,2,NONE
Jakobovski,CONTRIBUTOR,petewarden,2,MEMBER
Jakobovski,CONTRIBUTOR,martinwicke,1,MEMBER
Jakobovski,CONTRIBUTOR,vincentvanhoucke,1,CONTRIBUTOR
peterbraden,NONE,tensorflow-jenkins,1,COLLABORATOR
peterbraden,NONE,decentralion,5,CONTRIBUTOR
peterbraden,NONE,ry,4,CONTRIBUTOR
peterbraden,NONE,stken2050,1,NONE
peterbraden,NONE,billautomata,1,NONE
peterbraden,NONE,martinwicke,6,MEMBER
peterbraden,NONE,nakedcity,1,NONE
peterbraden,NONE,rmlarsen,2,MEMBER
peterbraden,NONE,guymguym,3,NONE
peterbraden,NONE,chrisber,1,NONE
peterbraden,NONE,jhseu,1,CONTRIBUTOR
rewonc,NONE,tensorflow-jenkins,1,COLLABORATOR
rewonc,NONE,zheng-xq,2,CONTRIBUTOR
rewonc,NONE,vrv,4,CONTRIBUTOR
rewonc,NONE,carrasqu,1,NONE
rewonc,NONE,zhongying811,4,NONE
rewonc,NONE,akors,2,NONE
rewonc,NONE,wolfbill,3,NONE
rewonc,NONE,sankethvedula,1,NONE
rewonc,NONE,wookaka,1,NONE
legrosbuffle,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
legrosbuffle,CONTRIBUTOR,ebrevdo,3,CONTRIBUTOR
legrosbuffle,CONTRIBUTOR,mrry,1,CONTRIBUTOR
qbx2,CONTRIBUTOR,tensorflow-jenkins,4,COLLABORATOR
qbx2,CONTRIBUTOR,googlebot,4,NONE
qbx2,CONTRIBUTOR,petewarden,1,MEMBER
qbx2,CONTRIBUTOR,caisq,2,CONTRIBUTOR
qbx2,CONTRIBUTOR,vrv,3,CONTRIBUTOR
qbx2,CONTRIBUTOR,dsmilkov,5,MEMBER
qbx2,CONTRIBUTOR,martinwicke,1,MEMBER
hsaputra,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
hsaputra,CONTRIBUTOR,ilblackdragon,2,CONTRIBUTOR
hsaputra,CONTRIBUTOR,martinwicke,2,MEMBER
hsaputra,CONTRIBUTOR,vrv,3,CONTRIBUTOR
hsaputra,CONTRIBUTOR,jendap,1,CONTRIBUTOR
hsaputra,CONTRIBUTOR,rmlarsen,1,MEMBER
xionghul,NONE,tensorflow-jenkins,1,COLLABORATOR
xionghul,NONE,googlebot,1,NONE
puneet336,NONE,tensorflow-jenkins,1,COLLABORATOR
puneet336,NONE,googlebot,1,NONE
puneet336,NONE,martinwicke,1,MEMBER
codingyourlife,CONTRIBUTOR,tensorflow-jenkins,3,COLLABORATOR
codingyourlife,CONTRIBUTOR,caisq,2,CONTRIBUTOR
codingyourlife,CONTRIBUTOR,mention-bot,1,NONE
codingyourlife,CONTRIBUTOR,rmlarsen,3,MEMBER
itsarbit,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
itsarbit,CONTRIBUTOR,googlebot,3,NONE
itsarbit,CONTRIBUTOR,caisq,2,CONTRIBUTOR
qiaotian,NONE,tensorflow-jenkins,1,COLLABORATOR
qiaotian,NONE,googlebot,1,NONE
cgel,NONE,tensorflow-jenkins,1,COLLABORATOR
cgel,NONE,googlebot,2,NONE
cgel,NONE,mrry,2,CONTRIBUTOR
cgel,NONE,vrv,3,CONTRIBUTOR
MatthiasWinkelmann,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
MatthiasWinkelmann,CONTRIBUTOR,vrv,3,CONTRIBUTOR
MatthiasWinkelmann,CONTRIBUTOR,caisq,1,CONTRIBUTOR
MatthiasWinkelmann,CONTRIBUTOR,andrewharp,1,CONTRIBUTOR
MatthiasWinkelmann,CONTRIBUTOR,alextp,2,CONTRIBUTOR
MatthiasWinkelmann,CONTRIBUTOR,asimshankar,9,CONTRIBUTOR
MatthiasWinkelmann,CONTRIBUTOR,TheAifam5,1,NONE
MatthiasWinkelmann,CONTRIBUTOR,daa,4,NONE
MatthiasWinkelmann,CONTRIBUTOR,ErikDeBruijn,1,NONE
siddharth-agrawal,CONTRIBUTOR,tensorflow-jenkins,23,COLLABORATOR
siddharth-agrawal,CONTRIBUTOR,vrv,23,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,googlebot,1,NONE
siddharth-agrawal,CONTRIBUTOR,mrry,2,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,concretevitamin,28,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,gunan,1,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,ebrevdo,4,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,OneDay18,1,NONE
siddharth-agrawal,CONTRIBUTOR,benoitsteiner,5,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,maciekcc,7,NONE
siddharth-agrawal,CONTRIBUTOR,rmlarsen,24,MEMBER
siddharth-agrawal,CONTRIBUTOR,samjabrahams,3,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,caisq,1,CONTRIBUTOR
siddharth-agrawal,CONTRIBUTOR,martinwicke,3,MEMBER
siddharth-agrawal,CONTRIBUTOR,xmbrst,2,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,tensorflow-jenkins,29,COLLABORATOR
yaroslavvb,CONTRIBUTOR,googlebot,11,NONE
yaroslavvb,CONTRIBUTOR,martinwicke,15,MEMBER
yaroslavvb,CONTRIBUTOR,jendap,3,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,girving,11,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,mrry,3,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,vrv,17,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,keveman,3,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,ebrevdo,1,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,gunan,6,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,jart,2,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,drpngx,13,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,rmlarsen,10,MEMBER
yaroslavvb,CONTRIBUTOR,zffchen78,1,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,josh11b,2,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,caisq,2,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,benoitsteiner,2,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,mention-bot,1,NONE
yaroslavvb,CONTRIBUTOR,sb2nov,3,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,wujingyue,5,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,frankchn,1,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,Timmmm,4,CONTRIBUTOR
yaroslavvb,CONTRIBUTOR,aselle,1,MEMBER
yaroslavvb,CONTRIBUTOR,yifeif,1,CONTRIBUTOR
felixmaximilian,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
felixmaximilian,CONTRIBUTOR,googlebot,2,NONE
felixmaximilian,CONTRIBUTOR,vrv,1,CONTRIBUTOR
felixmaximilian,CONTRIBUTOR,petewarden,1,MEMBER
felixmaximilian,CONTRIBUTOR,mrry,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,tensorflow-jenkins,16,COLLABORATOR
suiyuan2009,CONTRIBUTOR,girving,4,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,vrv,32,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,mrry,33,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,lukaszkaiser,9,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,georgedahl,4,NONE
suiyuan2009,CONTRIBUTOR,googlebot,2,NONE
suiyuan2009,CONTRIBUTOR,avostryakov,6,NONE
suiyuan2009,CONTRIBUTOR,ebrevdo,5,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,benoitsteiner,5,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,zheng-xq,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,decentralion,3,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,rmlarsen,3,MEMBER
suiyuan2009,CONTRIBUTOR,zffchen78,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,Mistobaan,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,keveman,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,alextp,47,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,martinwicke,2,MEMBER
suiyuan2009,CONTRIBUTOR,gunan,6,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,m3bm3b,1,NONE
suiyuan2009,CONTRIBUTOR,jhseu,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,mention-bot,1,NONE
suiyuan2009,CONTRIBUTOR,caisq,4,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,tgy,1,CONTRIBUTOR
suiyuan2009,CONTRIBUTOR,drpngx,3,CONTRIBUTOR
petewarden4prs,NONE,tensorflow-jenkins,2,COLLABORATOR
petewarden4prs,NONE,googlebot,2,NONE
petewarden4prs,NONE,terrytangyuan,1,MEMBER
petewarden4prs,NONE,petewarden,3,MEMBER
petewarden4prs,NONE,martinwicke,2,MEMBER
kevinrobinson,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
kevinrobinson,CONTRIBUTOR,caisq,1,CONTRIBUTOR
kevinrobinson,CONTRIBUTOR,mrry,1,CONTRIBUTOR
victorhcm,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
victorhcm,CONTRIBUTOR,caisq,5,CONTRIBUTOR
nmiculinic,CONTRIBUTOR,tensorflow-jenkins,3,COLLABORATOR
nmiculinic,CONTRIBUTOR,ilblackdragon,5,CONTRIBUTOR
nmiculinic,CONTRIBUTOR,vrv,6,CONTRIBUTOR
nmiculinic,CONTRIBUTOR,rmlarsen,1,MEMBER
nmiculinic,CONTRIBUTOR,decentralion,1,CONTRIBUTOR
nmiculinic,CONTRIBUTOR,gpapan,9,NONE
nmiculinic,CONTRIBUTOR,jbms,9,NONE
nmiculinic,CONTRIBUTOR,ahundt,1,CONTRIBUTOR
nmiculinic,CONTRIBUTOR,drpngx,2,CONTRIBUTOR
nmiculinic,CONTRIBUTOR,martinwicke,2,MEMBER
csokyg,NONE,tensorflow-jenkins,1,COLLABORATOR
csokyg,NONE,googlebot,1,NONE
csokyg,NONE,caisq,2,CONTRIBUTOR
ziky90,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
ziky90,CONTRIBUTOR,mrry,1,CONTRIBUTOR
ziky90,CONTRIBUTOR,rmlarsen,1,MEMBER
ziky90,CONTRIBUTOR,karmel,4,NONE
ziky90,CONTRIBUTOR,Harshini-Gadige,1,NONE
ziky90,CONTRIBUTOR,omalleyt12,1,CONTRIBUTOR
ziky90,CONTRIBUTOR,tensorflowbutler,1,MEMBER
ziky90,CONTRIBUTOR,QRabbani,1,NONE
ziky90,CONTRIBUTOR,pavithrasv,1,MEMBER
nsthorat,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
nsthorat,CONTRIBUTOR,googlebot,1,NONE
nsthorat,CONTRIBUTOR,caisq,2,CONTRIBUTOR
nsthorat,CONTRIBUTOR,mrry,5,CONTRIBUTOR
ByungKeon-Ko,NONE,tensorflow-jenkins,1,COLLABORATOR
ByungKeon-Ko,NONE,googlebot,1,NONE
ByungKeon-Ko,NONE,caisq,1,CONTRIBUTOR
ByungKeon-Ko,NONE,mrry,1,CONTRIBUTOR
ByungKeon-Ko,NONE,terrytangyuan,1,MEMBER
rongjiecomputer,CONTRIBUTOR,tensorflow-jenkins,22,COLLABORATOR
rongjiecomputer,CONTRIBUTOR,caisq,3,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,snnn,7,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,jlebar,22,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,yifeif,3,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,tatatodd,17,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,sanjoy,16,MEMBER
rongjiecomputer,CONTRIBUTOR,mrry,2,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,drpngx,13,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,rmlarsen,1,MEMBER
rongjiecomputer,CONTRIBUTOR,meteorcloudy,21,MEMBER
rongjiecomputer,CONTRIBUTOR,thefiddler,1,NONE
rongjiecomputer,CONTRIBUTOR,tensorflowbutler,11,MEMBER
rongjiecomputer,CONTRIBUTOR,gunan,4,CONTRIBUTOR
rongjiecomputer,CONTRIBUTOR,martinwicke,5,MEMBER
rongjiecomputer,CONTRIBUTOR,qlzh727,2,MEMBER
rongjiecomputer,CONTRIBUTOR,perfinion,4,MEMBER
rongjiecomputer,CONTRIBUTOR,Harshini-Gadige,2,NONE
rongjiecomputer,CONTRIBUTOR,angerson,1,MEMBER
rongou,NONE,tensorflow-jenkins,1,COLLABORATOR
rongou,NONE,yifeif,1,CONTRIBUTOR
rongou,NONE,wookayin,2,CONTRIBUTOR
rongou,NONE,yongtang,2,MEMBER
rongou,NONE,mellanox-github,1,NONE
rongou,NONE,rthadur,1,CONTRIBUTOR
waleedka,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
waleedka,CONTRIBUTOR,ilblackdragon,1,CONTRIBUTOR
AkihikoITOH,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
AkihikoITOH,CONTRIBUTOR,googlebot,2,NONE
jihunchoi,CONTRIBUTOR,tensorflow-jenkins,7,COLLABORATOR
jihunchoi,CONTRIBUTOR,googlebot,2,NONE
jihunchoi,CONTRIBUTOR,vrv,19,CONTRIBUTOR
jihunchoi,CONTRIBUTOR,ebrevdo,25,CONTRIBUTOR
jihunchoi,CONTRIBUTOR,dipanjanS,3,NONE
jihunchoi,CONTRIBUTOR,zsdonghao,1,NONE
jihunchoi,CONTRIBUTOR,decentralion,2,CONTRIBUTOR
jihunchoi,CONTRIBUTOR,rmlarsen,1,MEMBER
jihunchoi,CONTRIBUTOR,drpngx,3,CONTRIBUTOR
jihunchoi,CONTRIBUTOR,mstreeter,4,NONE
jihunchoi,CONTRIBUTOR,yifeif,1,CONTRIBUTOR
vdsilva,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
maximsch2,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
maximsch2,CONTRIBUTOR,vrv,3,CONTRIBUTOR
maximsch2,CONTRIBUTOR,zheng-xq,1,CONTRIBUTOR
juharris,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
juharris,CONTRIBUTOR,googlebot,2,NONE
yeison,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
yeison,CONTRIBUTOR,vrv,2,CONTRIBUTOR
yeison,CONTRIBUTOR,flx42,1,CONTRIBUTOR
yeison,CONTRIBUTOR,jendap,1,CONTRIBUTOR
AidanGG,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
AidanGG,CONTRIBUTOR,vrv,2,CONTRIBUTOR
AidanGG,CONTRIBUTOR,rmlarsen,8,MEMBER
AidanGG,CONTRIBUTOR,caisq,2,CONTRIBUTOR
raoqiyu,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
raoqiyu,CONTRIBUTOR,googlebot,2,NONE
raoqiyu,CONTRIBUTOR,vincentvanhoucke,1,CONTRIBUTOR
raoqiyu,CONTRIBUTOR,yifeif,1,CONTRIBUTOR
ajschumacher,CONTRIBUTOR,tensorflow-jenkins,4,COLLABORATOR
ajschumacher,CONTRIBUTOR,googlebot,2,NONE
ajschumacher,CONTRIBUTOR,caisq,2,CONTRIBUTOR
baoblackcoal,CONTRIBUTOR,tensorflow-jenkins,2,COLLABORATOR
baoblackcoal,CONTRIBUTOR,googlebot,3,NONE
baoblackcoal,CONTRIBUTOR,vrv,4,CONTRIBUTOR
baoblackcoal,CONTRIBUTOR,ilblackdragon,5,CONTRIBUTOR
baoblackcoal,CONTRIBUTOR,terrytangyuan,4,MEMBER
sun9700,NONE,tensorflow-jenkins,1,COLLABORATOR
sun9700,NONE,googlebot,2,NONE
sun9700,NONE,terrytangyuan,3,MEMBER
sun9700,NONE,martinwicke,1,MEMBER
sun9700,NONE,ilblackdragon,1,CONTRIBUTOR
sun9700,NONE,rmlarsen,1,MEMBER
sun9700,NONE,vrv,2,CONTRIBUTOR
sun9700,NONE,decentralion,1,CONTRIBUTOR
moof2k,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
moof2k,CONTRIBUTOR,googlebot,2,NONE
moof2k,CONTRIBUTOR,vrv,2,CONTRIBUTOR
buaaliyi,CONTRIBUTOR,tensorflow-jenkins,3,COLLABORATOR
buaaliyi,CONTRIBUTOR,martinwicke,10,MEMBER
buaaliyi,CONTRIBUTOR,raingo,2,CONTRIBUTOR
buaaliyi,CONTRIBUTOR,cwhipkey,12,CONTRIBUTOR
buaaliyi,CONTRIBUTOR,vrv,2,CONTRIBUTOR
buaaliyi,CONTRIBUTOR,jaingaurav,2,CONTRIBUTOR
buaaliyi,CONTRIBUTOR,rohan100jain,1,MEMBER
ThomasWollmann,NONE,tensorflow-jenkins,1,COLLABORATOR
ThomasWollmann,NONE,googlebot,2,NONE
ThomasWollmann,NONE,martinwicke,1,MEMBER
ThomasWollmann,NONE,ypxie,1,NONE
ThomasWollmann,NONE,vrv,1,CONTRIBUTOR
wan-wei,NONE,tensorflow-jenkins,5,COLLABORATOR
wan-wei,NONE,googlebot,6,NONE
wan-wei,NONE,vrv,1,CONTRIBUTOR
wan-wei,NONE,j-wilson,1,NONE
wan-wei,NONE,Czxck001,1,CONTRIBUTOR
wan-wei,NONE,eigen2017,1,NONE
wan-wei,NONE,drpngx,4,CONTRIBUTOR
wan-wei,NONE,tensorflowbutler,2,MEMBER
wangg12,CONTRIBUTOR,tensorflow-jenkins,4,COLLABORATOR
wangg12,CONTRIBUTOR,caisq,5,CONTRIBUTOR
wangg12,CONTRIBUTOR,mention-bot,1,NONE
wangg12,CONTRIBUTOR,googlebot,2,NONE
wangg12,CONTRIBUTOR,terrytangyuan,2,MEMBER
orionr,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
arthurgen,NONE,tensorflow-jenkins,1,COLLABORATOR
arthurgen,NONE,googlebot,1,NONE
jespersm,CONTRIBUTOR,tensorflow-jenkins,1,COLLABORATOR
jespersm,CONTRIBUTOR,caisq,2,CONTRIBUTOR
jespersm,CONTRIBUTOR,gunan,2,CONTRIBUTOR
gunan,CONTRIBUTOR,caisq,34,CONTRIBUTOR
gunan,CONTRIBUTOR,googlebot,31,NONE
gunan,CONTRIBUTOR,martinwicke,42,MEMBER
gunan,CONTRIBUTOR,Mistobaan,2,CONTRIBUTOR
gunan,CONTRIBUTOR,davidzchen,1,CONTRIBUTOR
gunan,CONTRIBUTOR,mention-bot,42,NONE
gunan,CONTRIBUTOR,vrv,16,CONTRIBUTOR
gunan,CONTRIBUTOR,ebrevdo,1,CONTRIBUTOR
gunan,CONTRIBUTOR,mrry,19,CONTRIBUTOR
gunan,CONTRIBUTOR,jhseu,18,CONTRIBUTOR
gunan,CONTRIBUTOR,ye,1,NONE
gunan,CONTRIBUTOR,drpngx,29,CONTRIBUTOR
gunan,CONTRIBUTOR,yifeif,21,CONTRIBUTOR
gunan,CONTRIBUTOR,snnn,3,CONTRIBUTOR
gunan,CONTRIBUTOR,meteorcloudy,11,MEMBER
gunan,CONTRIBUTOR,guschmue,12,CONTRIBUTOR
gunan,CONTRIBUTOR,decentralion,1,CONTRIBUTOR
gunan,CONTRIBUTOR,gokceneraslan,1,CONTRIBUTOR
gunan,CONTRIBUTOR,asimshankar,6,CONTRIBUTOR
gunan,CONTRIBUTOR,terrytangyuan,2,MEMBER
gunan,CONTRIBUTOR,shoyer,2,MEMBER
gunan,CONTRIBUTOR,lukeiwanski,1,NONE
gunan,CONTRIBUTOR,girving,6,CONTRIBUTOR
gunan,CONTRIBUTOR,damienmg,2,MEMBER
gunan,CONTRIBUTOR,philwo,2,NONE
gunan,CONTRIBUTOR,kirilg,3,CONTRIBUTOR
gunan,CONTRIBUTOR,physicsai,2,NONE
gunan,CONTRIBUTOR,aselle,1,MEMBER
gunan,CONTRIBUTOR,jart,15,CONTRIBUTOR
gunan,CONTRIBUTOR,andrewharp,3,CONTRIBUTOR
gunan,CONTRIBUTOR,alexeagle,2,NONE
gunan,CONTRIBUTOR,biomassives,1,NONE
gunan,CONTRIBUTOR,rmlarsen,7,MEMBER
gunan,CONTRIBUTOR,yaroslavvb,1,CONTRIBUTOR
gunan,CONTRIBUTOR,concretevitamin,1,CONTRIBUTOR
